"","text","emosi.anger","emosi.anticipation","emosi.disgust","emosi.fear","emosi.joy","emosi.sadness","emosi.surprise","emosi.trust","emosi.negative","emosi.positive"
"82","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"83","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"84","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"85","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"86","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"87","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"88","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"89","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"90","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"91","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"92","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"93","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"94","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"95","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"96","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"97","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"98","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"99","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"100","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"101","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"102","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"103","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"104","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"105","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"106","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"107","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"108","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"109","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"110","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"111","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"112","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"113","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"114","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"115","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"116","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"117","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"118","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"119","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"120","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"121","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"122","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"123","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"124","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"125","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"126","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"127","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"128","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"129","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"130","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"131","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"132","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"133","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"134","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"135","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"136","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"137","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"138","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"139","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"140","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"141","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"142","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"143","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"144","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"145","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"146","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"147","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"148","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"149","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"150","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"151","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"152","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"153","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"154","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"155","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"156","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"157","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"158","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"159","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"160","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"161","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"162","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"163","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"164","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"165","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"166","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"167","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"168","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"169","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"170","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"171","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"172","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"173","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"174","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"175","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"176","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"177","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"178","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"179","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"180","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
"181","rtyg korui jabat yg bisnis r jabat yg bikin gaduh jabat yg gagal sejahterakan rakyat merintahtyg kle",0,0,0,0,0,0,0,0,0,0
